,st_time,t10s,t20m
1446,2016-01-02 00:07:22,2,2
1447,2016-01-02 00:08:22,1,2
1448,2016-01-02 00:09:22,1,2
1449,2016-01-02 00:10:22,1,2
1450,2016-01-02 00:11:22,2,2
1451,2016-01-02 00:12:22,1,2
1452,2016-01-02 00:13:22,2,2
1453,2016-01-02 00:14:22,2,2
1454,2016-01-02 00:15:22,2,2
1455,2016-01-02 00:16:22,2,2
1456,2016-01-02 00:17:22,2,2
1457,2016-01-02 00:18:22,2,2
1458,2016-01-02 00:19:22,2,2
1459,2016-01-02 00:20:22,2,2
1460,2016-01-02 00:21:22,2,2
1461,2016-01-02 00:22:22,1,2
1462,2016-01-02 00:23:22,2,2
1463,2016-01-02 00:24:22,5,2
1464,2016-01-02 00:25:22,1,2
1465,2016-01-02 00:26:22,2,2
1466,2016-01-02 00:27:22,2,2
1467,2016-01-02 00:28:22,1,2
1468,2016-01-02 00:29:22,2,2
1469,2016-01-02 00:30:22,2,2
1470,2016-01-02 00:31:22,2,2
1471,2016-01-02 00:32:22,2,2
1472,2016-01-02 00:33:22,2,2
1473,2016-01-02 00:34:22,2,2
1474,2016-01-02 00:35:22,2,2
1475,2016-01-02 00:36:22,1,2
1476,2016-01-02 00:37:22,2,2
1477,2016-01-02 00:38:22,2,2
1478,2016-01-02 00:39:22,1,2
1479,2016-01-02 00:40:22,2,2
1480,2016-01-02 00:41:22,2,2
1481,2016-01-02 00:42:22,2,2
1482,2016-01-02 00:43:22,1,2
1483,2016-01-02 00:44:22,1,2
1484,2016-01-02 00:45:22,1,2
1485,2016-01-02 00:46:22,2,2
1486,2016-01-02 00:47:22,2,2
1487,2016-01-02 00:48:22,2,2
1488,2016-01-02 00:49:22,1,2
1489,2016-01-02 00:50:22,1,2
1490,2016-01-02 00:51:22,1,2
1491,2016-01-02 00:52:22,2,2
1492,2016-01-02 00:53:22,2,2
1493,2016-01-02 00:54:22,2,2
1494,2016-01-02 00:55:22,1,2
1495,2016-01-02 00:56:22,2,2
1496,2016-01-02 00:57:22,1,2
1497,2016-01-02 00:58:22,2,2
1498,2016-01-02 00:59:22,2,2
1499,2016-01-02 01:00:22,2,2
